0,00000000;1,80000000;1,79975000;-0,49720000;0,00000006
0,00100000;1,79950000;1,79950000;-0,49439900;0,00000000
0,00200000;1,79901000;1,79925000;-0,49159700;0,00000006
0,00300000;1,79851000;1,79901000;-0,48879500;0,00000025
0,00400000;1,79802000;1,79876000;-0,48599100;0,00000055
0,00500000;1,79754000;1,79852000;-0,48318700;0,00000097
0,00600000;1,79705000;1,79828000;-0,48038300;0,00000151
0,00700000;1,79657000;1,79804000;-0,47757700;0,00000216
0,00800000;1,79609000;1,79780000;-0,47477100;0,00000293
0,00900000;1,79561000;1,79756000;-0,47196400;0,00000380
0,01000000;1,79514000;1,79733000;-0,46915700;0,00000478
0,01100000;1,79467000;1,79709000;-0,46634800;0,00000587
0,01200000;1,79420000;1,79686000;-0,46353900;0,00000706
0,01300000;1,79374000;1,79663000;-0,46072900;0,00000836
0,01400000;1,79327000;1,79640000;-0,45791900;0,00000975
0,01500000;1,79282000;1,79617000;-0,45510800;0,00001124
0,01600000;1,79236000;1,79594000;-0,45229600;0,00001283
0,01700000;1,79191000;1,79571000;-0,44948300;0,00001451
0,01800000;1,79145000;1,79549000;-0,44667000;0,00001629
0,01900000;1,79101000;1,79527000;-0,44385600;0,00001815
0,02000000;1,79056000;1,79504000;-0,44104100;0,00002011
0,02100000;1,79012000;1,79482000;-0,43822600;0,00002214
0,02200000;1,78968000;1,79460000;-0,43541000;0,00002427
0,02300000;1,78924000;1,79439000;-0,43259300;0,00002648
0,02400000;1,78881000;1,79417000;-0,42977600;0,00002877
0,02500000;1,78838000;1,79396000;-0,42695700;0,00003113
0,02600000;1,78795000;1,79374000;-0,42413900;0,00003358
0,02700000;1,78752000;1,79353000;-0,42131900;0,00003610
0,02800000;1,78710000;1,79332000;-0,41849900;0,00003869
0,02900000;1,78668000;1,79311000;-0,41567800;0,00004136
0,03000000;1,78626000;1,79290000;-0,41285600;0,00004410
0,03100000;1,78585000;1,79270000;-0,41003400;0,00004690
0,03200000;1,78544000;1,79249000;-0,40721100;0,00004977
0,03300000;1,78503000;1,79229000;-0,40438800;0,00005271
0,03400000;1,78462000;1,79209000;-0,40156400;0,00005571
0,03500000;1,78422000;1,79188000;-0,39873900;0,00005877
0,03600000;1,78382000;1,79169000;-0,39591300;0,00006189
0,03700000;1,78342000;1,79149000;-0,39308700;0,00006507
0,03800000;1,78303000;1,79129000;-0,39026000;0,00006831
0,03900000;1,78263000;1,79110000;-0,38743300;0,00007160
0,04000000;1,78225000;1,79090000;-0,38460500;0,00007494
0,04100000;1,78186000;1,79071000;-0,38177600;0,00007833
0,04200000;1,78148000;1,79052000;-0,37894700;0,00008178
0,04300000;1,78110000;1,79033000;-0,37611600;0,00008527
0,04400000;1,78072000;1,79014000;-0,37328600;0,00008881
0,04500000;1,78034000;1,78995000;-0,37045500;0,00009240
0,04600000;1,77997000;1,78977000;-0,36762300;0,00009602
0,04700000;1,77960000;1,78959000;-0,36479000;0,00009969
0,04800000;1,77923000;1,78940000;-0,36195700;0,00010340
0,04900000;1,77887000;1,78922000;-0,35912300;0,00010715
0,05000000;1,77851000;1,78904000;-0,35628900;0,00011094
0,05100000;1,77815000;1,78886000;-0,35345400;0,00011476
0,05200000;1,77780000;1,78869000;-0,35061800;0,00011861
0,05300000;1,77744000;1,78851000;-0,34778200;0,00012250
0,05400000;1,77710000;1,78834000;-0,34494500;0,00012642
0,05500000;1,77675000;1,78817000;-0,34210700;0,00013037
0,05600000;1,77640000;1,78800000;-0,33926900;0,00013434
0,05700000;1,77606000;1,78783000;-0,33643000;0,00013834
0,05800000;1,77573000;1,78766000;-0,33359100;0,00014237
0,05900000;1,77539000;1,78749000;-0,33075100;0,00014642
0,06000000;1,77506000;1,78733000;-0,32791100;0,00015050
0,06100000;1,77473000;1,78716000;-0,32507000;0,00015460
0,06200000;1,77440000;1,78700000;-0,32222800;0,00015871
0,06299990;1,77408000;1,78684000;-0,31938600;0,00016284
0,06400000;1,77376000;1,78668000;-0,31654300;0,00016699
0,06500000;1,77344000;1,78652000;-0,31370000;0,00017115
0,06600000;1,77312000;1,78636000;-0,31085600;0,00017533
0,06700000;1,77281000;1,78621000;-0,30801100;0,00017952
0,06800000;1,77250000;1,78605000;-0,30516600;0,00018372
0,06900000;1,77219000;1,78590000;-0,30232000;0,00018794
