1,0000000;5,0000000;4,9990000;-1,0050000;0,0000010
1,0010000;4,9990000;4,9979900;-1,0099900;0,0000010
1,0020000;4,9980000;4,9969800;-1,0149800;0,0000010
1,0030000;4,9970000;4,9959700;-1,0199600;0,0000011
1,0040000;4,9960100;4,9949500;-1,0249400;0,0000011
1,0050000;4,9950100;4,9939300;-1,0299100;0,0000012
1,0060000;4,9940200;4,9929000;-1,0348700;0,0000013
1,0070000;4,9930200;4,9918600;-1,0398300;0,0000014
1,0080000;4,9920300;4,9908200;-1,0447800;0,0000015
1,0090000;4,9910400;4,9897800;-1,0497300;0,0000016
1,0100000;4,9900500;4,9887300;-1,0546700;0,0000018
1,0110000;4,9890600;4,9876700;-1,0596100;0,0000019
1,0120000;4,9880700;4,9866100;-1,0645300;0,0000021
1,0130000;4,9870800;4,9855500;-1,0694600;0,0000024
1,0140000;4,9861000;4,9844800;-1,0743700;0,0000026
1,0150000;4,9851100;4,9834000;-1,0792800;0,0000029
1,0160000;4,9841300;4,9823200;-1,0841900;0,0000032
1,0170000;4,9831400;4,9812400;-1,0890900;0,0000036
1,0180000;4,9821600;4,9801500;-1,0939800;0,0000040
1,0190000;4,9811800;4,9790600;-1,0988700;0,0000045
1,0200000;4,9802000;4,9779600;-1,1037500;0,0000050
1,0210000;4,9792200;4,9768500;-1,1086300;0,0000056
1,0220000;4,9782400;4,9757500;-1,1135000;0,0000062
1,0230000;4,9772600;4,9746300;-1,1183600;0,0000069
1,0240000;4,9762800;4,9735100;-1,1232200;0,0000077
1,0250000;4,9753100;4,9723900;-1,1280700;0,0000085
1,0260000;4,9743300;4,9712600;-1,1329200;0,0000094
1,0270000;4,9733600;4,9701300;-1,1377600;0,0000104
1,0280000;4,9723800;4,9689900;-1,1425900;0,0000115
1,0290000;4,9714100;4,9678500;-1,1474200;0,0000127
1,0300000;4,9704400;4,9667000;-1,1522400;0,0000140
1,0310000;4,9694700;4,9655500;-1,1570600;0,0000154
1,0320000;4,9685000;4,9643900;-1,1618700;0,0000169
1,0330000;4,9675300;4,9632300;-1,1666800;0,0000185
1,0340000;4,9665600;4,9620600;-1,1714800;0,0000202
1,0350000;4,9656000;4,9608900;-1,1762700;0,0000221
1,0360000;4,9646300;4,9597200;-1,1810600;0,0000242
1,0370000;4,9636700;4,9585400;-1,1858400;0,0000263
1,0380000;4,9627000;4,9573500;-1,1906200;0,0000287
1,0390000;4,9617400;4,9561600;-1,1953900;0,0000311
1,0400000;4,9607800;4,9549600;-1,2001600;0,0000338
1,0410000;4,9598200;4,9537600;-1,2049200;0,0000366
1,0420000;4,9588600;4,9525600;-1,2096700;0,0000397
1,0430000;4,9579000;4,9513500;-1,2144200;0,0000429
1,0440000;4,9569400;4,9501300;-1,2191600;0,0000463
1,0450000;4,9559800;4,9489100;-1,2239000;0,0000499
1,0460000;4,9550200;4,9476900;-1,2286300;0,0000538
